lighting_interior,lighting_exterior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,plug_loads_other,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures
0.148,0.336,0.336,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0
0.148,0.336,0.336,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0
0.148,0.336,0.336,0.0,0.0,0.0,0.0,0.56,0.347,0.0,0.0
0.148,0.336,0.336,0.0,0.0,0.0,0.0,0.56,0.451,0.0,0.0
0.148,0.336,0.336,0.0,0.2,0.0,0.0,0.56,0.0,0.0,0.0
0.148,0.336,0.336,0.0,1.0,0.0,0.0,0.56,0.532,0.0,0.251
0.0494,0.392,0.392,0.0,1.0,0.0,0.0,0.465,0.382,0.0,0.251
0.0494,0.392,0.392,0.0,1.0,0.0,0.0,0.465,0.543,0.0,0.0
0.0494,0.392,0.392,0.0,1.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.392,0.392,0.0,1.0,0.0,0.0,0.465,0.0,0.0,0.0836
0.0494,0.392,0.392,0.0,1.0,0.0,0.0,0.465,0.0,0.0,0.0836
0.0494,0.392,0.392,0.0,0.2,0.0,0.0,0.465,0.0,0.0,0.0836
0.0494,0.433,0.433,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0836
0.0494,0.433,0.433,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.433,0.433,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.433,0.433,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.433,0.433,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.433,0.433,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.164,0.447,0.447,0.0,0.0,0.0,0.0,0.564,0.0,0.0,0.0836
0.164,0.447,0.447,0.0,0.0,0.0,0.0,0.564,0.0,0.0,0.167
0.164,0.447,0.447,0.0,0.0,0.0,0.0,0.564,0.0,0.0,0.0
0.279,0.447,0.447,0.1,0.0,0.0,0.0,0.664,0.0,0.0,0.167
0.279,0.447,0.447,1.0,0.0,0.0,0.0,0.664,0.0,0.0,0.0
0.279,0.447,0.447,1.0,0.0,0.0,0.0,0.664,0.0,0.0,0.0
0.346,0.545,0.545,1.0,0.0,0.0,0.0,0.682,0.0,0.0,0.0
0.346,0.545,0.545,1.0,0.0,0.0,0.0,0.682,0.0,0.0,0.0
0.495,0.545,0.545,1.0,0.0,0.0,0.0,0.791,0.0,0.0,0.0836
0.495,0.545,0.545,1.0,0.0,0.0,0.0,0.791,0.0,0.0,0.0
0.495,0.545,0.545,0.1,0.0,0.0,0.0,0.791,0.0,0.0,0.0
0.495,0.545,0.545,0.0,0.0,0.0,0.0,0.791,0.0,0.0,0.0
0.65,0.741,0.741,0.0,0.0,0.0,0.0,0.847,0.0,0.0,0.0
0.65,0.741,0.741,0.0,0.0,0.0,0.0,0.847,0.0,0.0,0.0
0.65,0.741,0.741,0.0,0.0,0.0,0.0,0.847,0.0,0.0,0.0
0.65,0.741,0.741,0.0,0.0,0.0,0.0,0.847,0.0,0.0,0.0
0.65,0.741,0.741,0.0,0.0,0.0,0.0,0.847,0.0,0.0,0.0
0.65,0.741,0.741,0.0,0.0,0.0,0.0,0.847,0.0,0.0,0.0
0.762,0.881,0.881,0.0,0.0,0.0,0.0,0.861,0.0,0.0,0.0
0.762,0.881,0.881,0.0,0.0,0.0,0.0,0.861,0.41,0.0,0.0
0.762,0.881,0.881,0.0,0.0,0.0,0.0,0.861,0.572,0.0,0.0
0.762,0.881,0.881,0.0,0.7,0.0,0.0,0.861,0.422,0.0,0.0836
0.762,0.881,0.881,0.0,1.0,0.0,0.0,0.861,0.647,0.0,0.0
0.762,0.881,0.881,0.0,1.0,0.0,0.0,0.861,0.0,0.0,0.0
0.732,0.937,0.937,0.0,1.0,0.0,0.0,0.819,0.0,0.0,0.0
0.732,0.937,0.937,0.0,1.0,0.0,0.0,0.819,0.0,0.0,0.0
0.732,0.937,0.937,0.0,1.0,0.0,0.0,0.819,0.0,0.0,0.0
0.732,0.937,0.937,0.0,1.0,0.0,0.0,0.819,0.0,0.0,0.0836
0.732,0.937,0.937,0.0,1.0,0.0,0.0,0.819,0.503,0.0,0.0
0.732,0.937,0.937,0.0,1.0,0.0,0.0,0.819,0.306,0.0,0.167
0.588,0.993,0.993,0.0,1.0,0.0,0.0,0.777,0.538,0.0,0.0836
0.588,0.993,0.993,0.0,0.0,0.0,0.0,0.777,0.63,0.0,0.0
0.588,0.993,0.993,0.0,0.0,0.0,0.0,0.777,0.272,0.0,0.0
0.588,0.993,0.993,0.0,0.0,0.0,0.0,0.777,0.272,0.0,0.0836
0.588,0.993,0.993,0.0,0.0,0.0,0.0,0.777,0.584,0.0,0.0
0.588,0.993,0.993,0.0,0.0,0.0,0.0,0.777,0.497,0.0,0.0836
0.58,0.965,0.965,0.0,0.0,0.0,0.0,0.843,0.312,0.0,0.255
0.58,0.965,0.965,0.0,0.0,0.0,0.0,0.843,0.561,0.0,0.098
0.58,0.965,0.965,0.0,0.0,0.0,0.0,0.843,0.257,0.0,0.0836
0.447,0.965,0.965,0.0,0.0,0.0,0.0,0.749,0.257,0.0,0.0
0.447,0.965,0.965,0.0,0.0,0.0,0.0,0.749,0.0,0.0,0.16
0.447,0.965,0.965,0.0,0.0,0.0,0.0,0.749,0.0,0.0,0.107
0.279,0.825,0.825,0.0,0.0,0.0,0.0,0.607,0.0,0.0,0.0
0.279,0.825,0.825,0.0,0.0,0.0,0.0,0.607,0.0,0.0,0.0
0.279,0.825,0.825,0.0,0.0,0.0,0.0,0.607,0.0,0.0,0.0
0.164,0.825,0.825,0.0,0.0,0.0,0.0,0.536,0.0,0.0,0.181
0.164,0.825,0.825,0.0,0.0,0.0,0.0,0.536,0.0,0.0,0.103
0.164,0.825,0.825,0.0,0.0,0.0,0.0,0.536,0.0,0.0,0.0
0.0993,0.699,0.699,0.0,0.0,0.0,0.0,0.518,0.0,0.0,0.0
0.0993,0.699,0.699,0.0,0.0,0.0,0.0,0.518,0.0,0.0,0.0505
0.0993,0.699,0.699,0.0,0.0,0.0,0.0,0.518,0.0,0.0,0.294
0.0494,0.699,0.699,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.699,0.699,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.699,0.699,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.559,0.559,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.154
0.0494,0.559,0.559,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.559,0.559,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.559,0.559,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.559,0.559,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.559,0.559,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.517,0.517,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.517,0.517,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.517,0.517,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0556,0.517,0.517,0.0,0.0,0.0,0.0,0.504,0.0,0.0,0.0
0.0556,0.517,0.517,0.0,0.0,0.0,0.0,0.504,0.0,0.0,0.0
0.0556,0.517,0.517,0.0,0.0,0.0,0.0,0.504,0.0,0.0,0.0
0.0494,0.517,0.517,0.0,0.0,0.0,0.0,0.499,0.0,0.0,0.0
0.0494,0.517,0.517,0.0,0.0,0.0,0.0,0.499,0.0,0.0,0.0
0.0494,0.517,0.517,0.0,0.0,0.0,0.0,0.499,0.0,0.0,0.0
0.0494,0.517,0.517,0.0,0.0,0.0,0.0,0.499,0.0,0.0,0.0
0.0494,0.517,0.517,0.0,0.0,0.0,0.0,0.499,0.0,0.0,0.0
0.0494,0.517,0.517,0.0,0.0,0.0,0.0,0.499,0.0,0.0,0.0
0.0494,0.503,0.503,0.0,0.0,0.0,0.0,0.494,0.0,0.0,0.0
0.0494,0.503,0.503,0.0,0.0,0.0,0.0,0.494,0.0,0.0,0.0
0.0494,0.503,0.503,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.503,0.503,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0722
0.0494,0.503,0.503,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.506
0.0494,0.503,0.503,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.312
0.0494,0.461,0.461,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.461,0.461,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0508,0.461,0.461,0.0,0.0,0.0,0.0,0.499,0.0,0.0,0.0
0.0508,0.461,0.461,0.0,0.0,0.0,0.0,0.499,0.0,0.0,0.0
0.0508,0.461,0.461,0.0,0.0,0.0,0.0,0.499,0.0,0.0,0.0507
0.0508,0.461,0.461,0.0,0.0,0.0,0.0,0.499,0.0,0.0,0.101
0.0747,0.503,0.503,0.0,0.0,0.0,0.0,0.504,0.0,0.0,0.0
0.0747,0.503,0.503,0.0,0.0,0.0,0.0,0.504,0.0,0.0,0.0
0.0747,0.503,0.503,0.0,0.0,0.0,0.0,0.504,0.0,0.0,0.0
0.0747,0.503,0.503,0.0,0.0,0.0,0.0,0.504,0.0,0.0,0.179
0.0747,0.503,0.503,0.0,0.0,0.0,0.0,0.504,0.0,0.0,0.0
0.0747,0.503,0.503,0.0,0.0,0.0,0.0,0.504,0.0,0.0,0.0
0.202,0.601,0.601,0.0,0.0,0.0,0.0,0.579,0.0,0.0,0.167
0.202,0.601,0.601,0.0,0.0,0.0,0.0,0.579,0.0,0.0,0.219
0.202,0.601,0.601,0.0,0.0,0.0,0.0,0.579,0.0,0.0,0.156
0.126,0.601,0.601,0.0,0.0,0.0,0.0,0.522,0.0,0.0,0.0836
0.126,0.601,0.601,0.0,0.0,0.0,0.0,0.522,0.0,0.0,0.0
0.126,0.601,0.601,0.0,0.0,0.0,0.0,0.522,0.0,0.0,0.0
0.0494,0.657,0.657,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.657,0.657,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.657,0.657,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.657,0.657,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.657,0.657,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.657,0.657,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0836
0.263,0.475,0.475,0.0,0.0,0.0,0.0,0.635,0.0,0.0,0.509
0.263,0.475,0.475,0.0,0.0,0.0,0.0,0.635,0.0,0.0,0.385
0.263,0.475,0.475,0.0,0.0,0.0,0.0,0.635,0.0,0.0,0.0
0.263,0.475,0.475,0.0,0.0,0.0,0.0,0.635,0.0,0.0,0.11
0.263,0.475,0.475,0.0,0.0,0.0,0.0,0.635,0.682,0.0,0.215
0.263,0.475,0.475,0.0,0.0,0.0,0.0,0.635,0.457,0.0,0.0
0.269,0.322,0.322,0.0,0.7,0.0,0.0,0.635,0.364,0.0,0.0
0.269,0.322,0.322,0.0,1.0,0.0,0.0,0.635,0.382,0.0,0.0
0.159,0.322,0.322,0.0,1.0,0.0,0.0,0.55,0.0,0.0,0.0
0.0494,0.322,0.322,0.0,1.0,0.0,0.0,0.465,0.0,0.0,0.0836
0.0494,0.322,0.322,0.0,1.0,0.0,0.0,0.465,0.0,0.0,0.335
0.0494,0.322,0.322,0.0,1.0,0.0,0.0,0.465,0.0,0.0,0.0836
0.0494,0.336,0.336,0.0,1.0,0.0,0.0,0.465,0.0,0.0,0.0836
0.0494,0.336,0.336,0.0,1.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.336,0.336,0.0,1.0,0.0,0.0,0.465,0.0,0.0,0.251
0.0494,0.336,0.336,0.0,1.0,0.0,0.0,0.465,0.0,0.0,0.167
0.0494,0.336,0.336,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.336,0.336,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.35,0.35,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.35,0.35,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.35,0.35,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.35,0.35,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.35,0.35,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.35,0.35,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.336,0.336,0.1,0.0,0.0,0.0,0.465,0.0,0.0,0.0836
0.0494,0.336,0.336,1.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.336,0.336,0.4,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.336,0.336,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.336,0.336,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.148,0.336,0.336,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0
0.147,0.392,0.392,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0
0.147,0.392,0.392,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0
0.147,0.392,0.392,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0
0.147,0.392,0.392,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0
0.147,0.392,0.392,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0
0.147,0.392,0.392,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0
0.15,0.433,0.433,0.0,0.0,0.0,0.0,0.555,0.0,0.0,0.0
0.15,0.433,0.433,0.0,0.0,0.0,0.0,0.555,0.0,0.0,0.0
0.15,0.433,0.433,0.0,0.0,0.0,0.0,0.555,0.0,0.0,0.0
0.15,0.433,0.433,0.0,0.0,0.0,0.0,0.555,0.0,0.0,0.0
0.15,0.433,0.433,0.0,0.0,0.0,0.0,0.555,0.0,0.0,0.0
0.15,0.433,0.433,0.0,0.0,0.0,0.0,0.555,0.0,0.0,0.0
0.164,0.447,0.447,0.0,0.0,0.0,0.0,0.564,0.0,0.0,0.0
0.164,0.447,0.447,0.0,0.0,0.0,0.0,0.564,0.0,0.0,0.0
0.164,0.447,0.447,0.0,0.0,0.0,0.0,0.564,0.0,0.0,0.0
0.164,0.447,0.447,0.0,0.0,0.0,0.0,0.564,0.0,0.0,0.0
0.164,0.447,0.447,0.0,0.0,0.0,0.0,0.564,0.0,0.0,0.0
0.164,0.447,0.447,0.0,0.0,0.0,0.0,0.564,0.0,0.0,0.0
0.198,0.545,0.545,0.0,0.0,0.0,0.0,0.574,0.0,0.0,0.0
0.198,0.545,0.545,0.0,0.0,0.0,0.0,0.574,0.0,0.0,0.0
0.198,0.545,0.545,0.0,0.0,0.0,0.0,0.574,0.0,0.0,0.0
0.346,0.545,0.545,0.0,0.0,0.0,0.0,0.682,0.0,0.0,0.0
0.346,0.545,0.545,0.0,0.0,0.0,0.0,0.682,0.0,0.0,0.051
0.495,0.545,0.545,0.0,0.0,0.0,0.0,0.791,0.0,0.0,0.262
0.65,0.741,0.741,0.1,0.0,0.0,0.0,0.847,0.0,0.0,0.0
0.65,0.741,0.741,1.0,0.0,0.0,0.0,0.847,0.0,0.0,0.0
0.65,0.741,0.741,0.4,0.0,0.0,0.0,0.847,0.0,0.0,0.0755
0.65,0.741,0.741,0.0,0.0,0.0,0.0,0.847,0.0,0.0,0.0252
0.65,0.741,0.741,0.0,0.0,0.0,0.0,0.847,0.0,0.0,0.0
0.85,0.741,0.741,0.0,0.0,0.0,0.0,0.974,0.0,0.0,0.0
0.762,0.881,0.881,0.0,0.0,0.0,0.0,0.861,0.0,0.0,0.0836
0.762,0.881,0.881,0.0,0.0,0.0,0.0,0.861,0.0,0.0,0.0
0.762,0.881,0.881,0.0,0.0,0.0,0.0,0.861,0.0,0.0,0.251
0.762,0.881,0.881,0.0,0.0,0.0,0.0,0.861,0.0,0.0,0.0
0.762,0.881,0.881,0.0,0.0,0.0,0.0,0.861,0.0,0.0,0.0
0.762,0.881,0.881,0.0,0.0,0.0,0.0,0.861,0.0,0.0,0.0
0.732,0.937,0.937,0.0,0.0,0.0,0.0,0.819,0.0,0.0,0.0836
0.732,0.937,0.937,0.0,0.0,0.0,0.0,0.819,0.0,0.0,0.0
0.732,0.937,0.937,0.0,0.0,0.0,0.0,0.819,0.0,0.0,0.0836
0.732,0.937,0.937,0.0,0.0,0.0,0.0,0.819,0.0,0.0,0.0
0.732,0.937,0.937,0.0,0.0,0.0,0.0,0.819,0.0,0.0,0.0
0.732,0.937,0.937,0.0,0.0,0.0,0.0,0.819,0.0,0.0,0.0
0.588,0.993,0.993,0.0,0.0,0.0,0.0,0.777,0.0,0.0,0.167
0.588,0.993,0.993,0.0,0.0,0.0,0.0,0.777,0.0,0.0,0.251
0.588,0.993,0.993,0.0,0.0,0.0,0.0,0.777,0.0,0.0,0.0836
0.588,0.993,0.993,0.0,0.0,0.0,0.0,0.777,0.0,0.0,0.167
0.588,0.993,0.993,0.0,0.0,0.0,0.0,0.777,0.0,0.0,0.0836
0.408,0.993,0.993,0.0,0.0,0.0,0.0,0.673,0.0,0.0,0.0
0.182,0.965,0.965,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0836
0.182,0.965,0.965,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0
0.182,0.965,0.965,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0
0.182,0.965,0.965,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.181
0.182,0.965,0.965,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0258
0.0494,0.965,0.965,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.167
0.0494,0.825,0.825,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.825,0.825,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.163
0.0494,0.825,0.825,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.825,0.825,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.825,0.825,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.825,0.825,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0993,0.699,0.699,0.0,0.0,0.0,0.0,0.518,0.0,0.0,0.0
0.0993,0.699,0.699,0.0,0.0,0.0,0.0,0.518,0.0,0.0,0.0
0.0993,0.699,0.699,0.0,0.0,0.0,0.0,0.518,0.0,0.0,0.0
0.0993,0.699,0.699,0.0,0.0,0.0,0.0,0.518,0.0,0.0,0.0
0.0993,0.699,0.699,0.0,0.0,0.0,0.0,0.518,0.0,0.0,0.0
0.0993,0.699,0.699,0.0,0.0,0.0,0.0,0.518,0.0,0.0,0.129
0.0494,0.559,0.559,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.559,0.559,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.559,0.559,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.559,0.559,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.559,0.559,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.559,0.559,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.517,0.517,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.167
0.0494,0.517,0.517,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.251
0.0494,0.517,0.517,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.517,0.517,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.517,0.517,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.517,0.517,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.517,0.517,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.517,0.517,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.517,0.517,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.517,0.517,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.517,0.517,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.517,0.517,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.503,0.503,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.503,0.503,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
0.0494,0.503,0.503,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0
